Entry	Entry name	Status	Protein names	Organism	Length	Gene names  (primary )	Glycosylation
Q92783	STAM1_HUMAN	reviewed	Signal transducing adapter molecule 1 (STAM-1)	Homo sapiens (Human)	540	STAM	
Q92793	CBP_HUMAN	reviewed	CREB-binding protein (EC 2.3.1.48)	Homo sapiens (Human)	2442	CREBBP	
Q92797	SYMPK_HUMAN	reviewed	Symplekin	Homo sapiens (Human)	1274	SYMPK	
Q92804	RBP56_HUMAN	reviewed	TATA-binding protein-associated factor 2N (68 kDa TATA-binding protein-associated factor) (TAF(II)68) (TAFII68) (RNA-binding protein 56)	Homo sapiens (Human)	592	TAF15	
Q92841	DDX17_HUMAN	reviewed	Probable ATP-dependent RNA helicase DDX17 (EC 3.6.4.13) (DEAD box protein 17) (DEAD box protein p72) (DEAD box protein p82) (RNA-dependent helicase p72)	Homo sapiens (Human)	729	DDX17	
Q92870	APBB2_HUMAN	reviewed	Amyloid-beta A4 precursor protein-binding family B member 2 (Protein Fe65-like 1)	Homo sapiens (Human)	758	APBB2	
Q92878	RAD50_HUMAN	reviewed	DNA repair protein RAD50 (hRAD50) (EC 3.6.-.-)	Homo sapiens (Human)	1312	RAD50	
Q92879	CELF1_HUMAN	reviewed	CUGBP Elav-like family member 1 (CELF-1) (50 kDa nuclear polyadenylated RNA-binding protein) (Bruno-like protein 2) (CUG triplet repeat RNA-binding protein 1) (CUG-BP1) (CUG-BP- and ETR-3-like factor 1) (Deadenylation factor CUG-BP) (Embryo deadenylation element-binding protein homolog) (EDEN-BP homolog) (RNA-binding protein BRUNOL-2)	Homo sapiens (Human)	486	CELF1	
Q92888	ARHG1_HUMAN	reviewed	Rho guanine nucleotide exchange factor 1 (115 kDa guanine nucleotide exchange factor) (p115-RhoGEF) (p115RhoGEF) (Sub1.5)	Homo sapiens (Human)	912	ARHGEF1	
Q92896	GSLG1_HUMAN	reviewed	Golgi apparatus protein 1 (CFR-1) (Cysteine-rich fibroblast growth factor receptor) (E-selectin ligand 1) (ESL-1) (Golgi sialoglycoprotein MG-160)	Homo sapiens (Human)	1179	GLG1	CARBOHYD 165 165 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 210 210 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 581 581 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 677 677 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:12754519}.; CARBOHYD 786 786 N-linked (GlcNAc...) asparagine. {ECO:0000255}.
Q92900	RENT1_HUMAN	reviewed	Regulator of nonsense transcripts 1 (EC 3.6.4.-) (ATP-dependent helicase RENT1) (Nonsense mRNA reducing factor 1) (NORF1) (Up-frameshift suppressor 1 homolog) (hUpf1)	Homo sapiens (Human)	1129	UPF1	
Q92945	FUBP2_HUMAN	reviewed	Far upstream element-binding protein 2 (FUSE-binding protein 2) (KH type-splicing regulatory protein) (KSRP) (p75)	Homo sapiens (Human)	711	KHSRP	
Q92973	TNPO1_HUMAN	reviewed	Transportin-1 (Importin beta-2) (Karyopherin beta-2) (M9 region interaction protein) (MIP)	Homo sapiens (Human)	898	TNPO1	
Q92974	ARHG2_HUMAN	reviewed	Rho guanine nucleotide exchange factor 2 (Guanine nucleotide exchange factor H1) (GEF-H1) (Microtubule-regulated Rho-GEF) (Proliferating cell nucleolar antigen p40)	Homo sapiens (Human)	986	ARHGEF2	
Q93008	USP9X_HUMAN	reviewed	Probable ubiquitin carboxyl-terminal hydrolase FAF-X (EC 3.4.19.12) (Deubiquitinating enzyme FAF-X) (Fat facets in mammals) (hFAM) (Fat facets protein-related, X-linked) (Ubiquitin thioesterase FAF-X) (Ubiquitin-specific protease 9, X chromosome) (Ubiquitin-specific-processing protease FAF-X)	Homo sapiens (Human)	2570	USP9X	
Q93009	UBP7_HUMAN	reviewed	Ubiquitin carboxyl-terminal hydrolase 7 (EC 3.4.19.12) (Deubiquitinating enzyme 7) (Herpesvirus-associated ubiquitin-specific protease) (Ubiquitin thioesterase 7) (Ubiquitin-specific-processing protease 7)	Homo sapiens (Human)	1102	USP7	
Q93052	LPP_HUMAN	reviewed	Lipoma-preferred partner (LIM domain-containing preferred translocation partner in lipoma)	Homo sapiens (Human)	612	LPP	
Q93074	MED12_HUMAN	reviewed	Mediator of RNA polymerase II transcription subunit 12 (Activator-recruited cofactor 240 kDa component) (ARC240) (CAG repeat protein 45) (Mediator complex subunit 12) (OPA-containing protein) (Thyroid hormone receptor-associated protein complex 230 kDa component) (Trap230) (Trinucleotide repeat-containing gene 11 protein)	Homo sapiens (Human)	2177	MED12	
Q969S3	ZN622_HUMAN	reviewed	Zinc finger protein 622 (Zinc finger-like protein 9)	Homo sapiens (Human)	477	ZNF622	
Q969W9	PMEPA_HUMAN	reviewed	Protein TMEPAI (Prostate transmembrane protein androgen induced 1) (Solid tumor-associated 1 protein) (Transmembrane prostate androgen-induced protein)	Homo sapiens (Human)	287	PMEPA1	
Q969Z0	FAKD4_HUMAN	reviewed	FAST kinase domain-containing protein 4 (Cell cycle progression restoration protein 2) (Cell cycle progression protein 2) (Protein TBRG4) (Transforming growth factor beta regulator 4)	Homo sapiens (Human)	631	TBRG4	
Q96A19	C102A_HUMAN	reviewed	Coiled-coil domain-containing protein 102A	Homo sapiens (Human)	550	CCDC102A	
Q96A65	EXOC4_HUMAN	reviewed	Exocyst complex component 4 (Exocyst complex component Sec8)	Homo sapiens (Human)	974	EXOC4	
Q96AC1	FERM2_HUMAN	reviewed	Fermitin family homolog 2 (Kindlin-2) (Mitogen-inducible gene 2 protein) (MIG-2) (Pleckstrin homology domain-containing family C member 1) (PH domain-containing family C member 1)	Homo sapiens (Human)	680	FERMT2	
Q96AE4	FUBP1_HUMAN	reviewed	Far upstream element-binding protein 1 (FBP) (FUSE-binding protein 1) (DNA helicase V) (hDH V)	Homo sapiens (Human)	644	FUBP1	
Q96AG4	LRC59_HUMAN	reviewed	Leucine-rich repeat-containing protein 59 (Ribosome-binding protein p34) (p34) [Cleaved into: Leucine-rich repeat-containing protein 59, N-terminally processed]	Homo sapiens (Human)	307	LRRC59	
Q96AQ6	PBIP1_HUMAN	reviewed	Pre-B-cell leukemia transcription factor-interacting protein 1 (Hematopoietic PBX-interacting protein)	Homo sapiens (Human)	731	PBXIP1	
Q96AY3	FKB10_HUMAN	reviewed	Peptidyl-prolyl cis-trans isomerase FKBP10 (PPIase FKBP10) (EC 5.2.1.8) (65 kDa FK506-binding protein) (65 kDa FKBP) (FKBP-65) (FK506-binding protein 10) (FKBP-10) (Immunophilin FKBP65) (Rotamase)	Homo sapiens (Human)	582	FKBP10	CARBOHYD 70 70 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 182 182 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:12754519, ECO:0000269|PubMed:19159218}.; CARBOHYD 294 294 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 310 310 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 352 352 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 393 393 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 407 407 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:12754519}.
Q96C36	P5CR2_HUMAN	reviewed	Pyrroline-5-carboxylate reductase 2 (P5C reductase 2) (P5CR 2) (EC 1.5.1.2)	Homo sapiens (Human)	320	PYCR2	
Q96CC6	RHDF1_HUMAN	reviewed	Inactive rhomboid protein 1 (iRhom1) (Epidermal growth factor receptor-related protein) (Rhomboid 5 homolog 1) (Rhomboid family member 1) (p100hRho)	Homo sapiens (Human)	855	RHBDF1	CARBOHYD 583 583 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:15965977}.
Q96CS3	FAF2_HUMAN	reviewed	FAS-associated factor 2 (Protein ETEA) (UBX domain-containing protein 3B) (UBX domain-containing protein 8)	Homo sapiens (Human)	445	FAF2	
Q96CT7	CC124_HUMAN	reviewed	Coiled-coil domain-containing protein 124	Homo sapiens (Human)	223	CCDC124	
Q96CW5	GCP3_HUMAN	reviewed	Gamma-tubulin complex component 3 (GCP-3) (hGCP3) (Gamma-ring complex protein 104 kDa) (h104p) (hGrip104) (Spindle pole body protein Spc98 homolog) (hSpc98)	Homo sapiens (Human)	907	TUBGCP3	
Q96D15	RCN3_HUMAN	reviewed	Reticulocalbin-3 (EF-hand calcium-binding protein RLP49)	Homo sapiens (Human)	328	RCN3	CARBOHYD 140 140 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:19159218}.
Q96D53	COQ8B_HUMAN	reviewed	Atypical kinase COQ8B, mitochondrial (EC 2.7.-.-) (AarF domain-containing protein kinase 4) (Coenzyme Q protein 8B)	Homo sapiens (Human)	544	COQ8B	
Q96DH6	MSI2H_HUMAN	reviewed	RNA-binding protein Musashi homolog 2 (Musashi-2)	Homo sapiens (Human)	328	MSI2	
Q96E39	RMXL1_HUMAN	reviewed	RNA binding motif protein, X-linked-like-1 (Heterogeneous nuclear ribonucleoprotein G-like 1)	Homo sapiens (Human)	390	RBMXL1	
Q96EP0	RNF31_HUMAN	reviewed	E3 ubiquitin-protein ligase RNF31 (EC 2.3.2.31) (HOIL-1-interacting protein) (HOIP) (RING finger protein 31) (RING-type E3 ubiquitin transferase RNF31) (Zinc in-between-RING-finger ubiquitin-associated domain protein)	Homo sapiens (Human)	1072	RNF31	
Q96EP5	DAZP1_HUMAN	reviewed	DAZ-associated protein 1 (Deleted in azoospermia-associated protein 1)	Homo sapiens (Human)	407	DAZAP1	
Q96EY7	PTCD3_HUMAN	reviewed	Pentatricopeptide repeat domain-containing protein 3, mitochondrial (28S ribosomal protein S39, mitochondrial) (MRP-S39) (Mitochondrial small ribosomal subunit protein mS39) (Transformation-related gene 15 protein) (TRG-15)	Homo sapiens (Human)	689	PTCD3	
Q96F46	I17RA_HUMAN	reviewed	Interleukin-17 receptor A (IL-17 receptor A) (IL-17RA) (CDw217) (CD antigen CD217)	Homo sapiens (Human)	866	IL17RA	CARBOHYD 49 49 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:19838198}.; CARBOHYD 54 54 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:19838198}.; CARBOHYD 67 67 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:19838198}.; CARBOHYD 206 206 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 225 225 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:19838198}.; CARBOHYD 242 242 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 265 265 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:19838198}.
Q96F86	EDC3_HUMAN	reviewed	Enhancer of mRNA-decapping protein 3 (LSM16 homolog) (YjeF N-terminal domain-containing protein 2) (YjeF_N2) (hYjeF_N2) (YjeF domain-containing protein 1)	Homo sapiens (Human)	508	EDC3	
Q96FS4	SIPA1_HUMAN	reviewed	Signal-induced proliferation-associated protein 1 (Sipa-1) (GTPase-activating protein Spa-1) (p130 SPA-1)	Homo sapiens (Human)	1042	SIPA1	
Q96G46	DUS3L_HUMAN	reviewed	tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like (EC 1.3.1.-) (tRNA-dihydrouridine synthase 3-like)	Homo sapiens (Human)	650	DUS3L	
Q96GP6	SREC2_HUMAN	reviewed	Scavenger receptor class F member 2 (SRECRP-1) (Scavenger receptor expressed by endothelial cells 2 protein) (SREC-II)	Homo sapiens (Human)	871	SCARF2	CARBOHYD 83 83 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 310 310 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 365 365 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 403 403 N-linked (GlcNAc...) asparagine. {ECO:0000255}.
Q96GQ7	DDX27_HUMAN	reviewed	Probable ATP-dependent RNA helicase DDX27 (EC 3.6.4.13) (DEAD box protein 27)	Homo sapiens (Human)	796	DDX27	
Q96GW9	SYMM_HUMAN	reviewed	Methionine--tRNA ligase, mitochondrial (EC 6.1.1.10) (Methionyl-tRNA synthetase 2) (Mitochondrial methionyl-tRNA synthetase) (MtMetRS)	Homo sapiens (Human)	593	MARS2	
Q96H55	MYO19_HUMAN	reviewed	Unconventional myosin-XIX (Myosin head domain-containing protein 1)	Homo sapiens (Human)	970	MYO19	
Q96HA1	P121A_HUMAN	reviewed	Nuclear envelope pore membrane protein POM 121 (Nuclear envelope pore membrane protein POM 121A) (Nucleoporin Nup121) (Pore membrane protein of 121 kDa)	Homo sapiens (Human)	1249	POM121	
Q96HA7	TONSL_HUMAN	reviewed	Tonsoku-like protein (Inhibitor of kappa B-related protein) (I-kappa-B-related protein) (IkappaBR) (NF-kappa-B inhibitor-like protein 2) (Nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor-like 2)	Homo sapiens (Human)	1378	TONSL	
Q96HC4	PDLI5_HUMAN	reviewed	PDZ and LIM domain protein 5 (Enigma homolog) (Enigma-like PDZ and LIM domains protein)	Homo sapiens (Human)	596	PDLIM5	
Q96HE7	ERO1A_HUMAN	reviewed	ERO1-like protein alpha (ERO1-L) (ERO1-L-alpha) (EC 1.8.4.-) (Endoplasmic oxidoreductin-1-like protein) (Endoplasmic reticulum oxidoreductase alpha) (Oxidoreductin-1-L-alpha)	Homo sapiens (Human)	468	ERO1A	CARBOHYD 280 280 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:19159218}.; CARBOHYD 384 384 N-linked (GlcNAc...) asparagine. {ECO:0000255}.
Q96HP0	DOCK6_HUMAN	reviewed	Dedicator of cytokinesis protein 6	Homo sapiens (Human)	2047	DOCK6	
Q96I24	FUBP3_HUMAN	reviewed	Far upstream element-binding protein 3 (FUSE-binding protein 3)	Homo sapiens (Human)	572	FUBP3	
Q96I99	SUCB2_HUMAN	reviewed	Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial (EC 6.2.1.4) (GTP-specific succinyl-CoA synthetase subunit beta) (G-SCS) (GTPSCS) (Succinyl-CoA synthetase beta-G chain) (SCS-betaG)	Homo sapiens (Human)	432	SUCLG2	
Q96II8	LRCH3_HUMAN	reviewed	Leucine-rich repeat and calponin homology domain-containing protein 3	Homo sapiens (Human)	777	LRCH3	
Q96IJ6	GMPPA_HUMAN	reviewed	Mannose-1-phosphate guanyltransferase alpha (GDP-mannose pyrophosphorylase A) (GMPP-alpha) (GTP-mannose-1-phosphate guanylyltransferase alpha)	Homo sapiens (Human)	420	GMPPA	
Q96IZ7	RSRC1_HUMAN	reviewed	Serine/Arginine-related protein 53 (SRrp53) (Arginine/serine-rich coiled-coil protein 1)	Homo sapiens (Human)	334	RSRC1	
Q96J02	ITCH_HUMAN	reviewed	E3 ubiquitin-protein ligase Itchy homolog (Itch) (EC 2.3.2.26) (Atrophin-1-interacting protein 4) (AIP4) (HECT-type E3 ubiquitin transferase Itchy homolog) (NFE2-associated polypeptide 1) (NAPP1)	Homo sapiens (Human)	903	ITCH	
Q96J42	TXD15_HUMAN	reviewed	Thioredoxin domain-containing protein 15	Homo sapiens (Human)	360	TXNDC15	CARBOHYD 187 187 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 194 194 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 206 206 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 293 293 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:19159218}.
Q96J84	KIRR1_HUMAN	reviewed	Kin of IRRE-like protein 1 (Kin of irregular chiasm-like protein 1) (Nephrin-like protein 1)	Homo sapiens (Human)	757	KIRREL1	CARBOHYD 46 46 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 140 140 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 297 297 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:19159218}.; CARBOHYD 471 471 N-linked (GlcNAc...) asparagine. {ECO:0000255}.
Q96JB6	LOXL4_HUMAN	reviewed	Lysyl oxidase homolog 4 (EC 1.4.3.-) (Lysyl oxidase-like protein 4) (Lysyl oxidase-related protein C)	Homo sapiens (Human)	756	LOXL4	CARBOHYD 198 198 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 629 629 N-linked (GlcNAc...) asparagine. {ECO:0000255}.
Q96JI7	SPTCS_HUMAN	reviewed	Spatacsin (Colorectal carcinoma-associated protein) (Spastic paraplegia 11 protein)	Homo sapiens (Human)	2443	SPG11	
Q96JM3	CHAP1_HUMAN	reviewed	Chromosome alignment-maintaining phosphoprotein 1 (Zinc finger protein 828)	Homo sapiens (Human)	812	CHAMP1	
Q96JP5	ZFP91_HUMAN	reviewed	E3 ubiquitin-protein ligase ZFP91 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase ZFP91) (Zinc finger protein 757) (Zinc finger protein 91 homolog) (Zfp-91)	Homo sapiens (Human)	570	ZFP91	
Q96JY6	PDLI2_HUMAN	reviewed	PDZ and LIM domain protein 2 (PDZ-LIM protein mystique)	Homo sapiens (Human)	352	PDLIM2	
Q96KP4	CNDP2_HUMAN	reviewed	Cytosolic non-specific dipeptidase (EC 3.4.13.18) (CNDP dipeptidase 2) (Carnosine dipeptidase II) (Epididymis secretory protein Li 13) (Glutamate carboxypeptidase-like protein 1) (Peptidase A)	Homo sapiens (Human)	475	CNDP2	
Q96KR1	ZFR_HUMAN	reviewed	Zinc finger RNA-binding protein (hZFR) (M-phase phosphoprotein homolog)	Homo sapiens (Human)	1074	ZFR	
Q96L91	EP400_HUMAN	reviewed	E1A-binding protein p400 (EC 3.6.4.-) (CAG repeat protein 32) (Domino homolog) (hDomino) (Trinucleotide repeat-containing gene 12 protein) (p400 kDa SWI2/SNF2-related protein)	Homo sapiens (Human)	3159	EP400	
Q96L92	SNX27_HUMAN	reviewed	Sorting nexin-27	Homo sapiens (Human)	541	SNX27	
Q96ME1	FXL18_HUMAN	reviewed	F-box/LRR-repeat protein 18 (F-box and leucine-rich repeat protein 18)	Homo sapiens (Human)	805	FBXL18	
Q96ME7	ZN512_HUMAN	reviewed	Zinc finger protein 512	Homo sapiens (Human)	567	ZNF512	
Q96MU7	YTDC1_HUMAN	reviewed	YTH domain-containing protein 1 (Splicing factor YT521) (YT521-B)	Homo sapiens (Human)	727	YTHDC1	
Q96MW5	COG8_HUMAN	reviewed	Conserved oligomeric Golgi complex subunit 8 (COG complex subunit 8) (Component of oligomeric Golgi complex 8)	Homo sapiens (Human)	612	COG8	
Q96N66	MBOA7_HUMAN	reviewed	Lysophospholipid acyltransferase 7 (LPLAT 7) (EC 2.3.1.-) (1-acylglycerophosphatidylinositol O-acyltransferase) (EC 2.3.1.n4) (Bladder and breast carcinoma-overexpressed gene 1 protein) (Leukocyte receptor cluster member 4) (Lysophosphatidylinositol acyltransferase) (LPIAT) (Lyso-PI acyltransferase) (Membrane-bound O-acyltransferase domain-containing protein 7) (O-acyltransferase domain-containing protein 7) (h-mboa-7)	Homo sapiens (Human)	472	MBOAT7	CARBOHYD 321 321 N-linked (GlcNAc...) asparagine. {ECO:0000255}.
Q96N67	DOCK7_HUMAN	reviewed	Dedicator of cytokinesis protein 7	Homo sapiens (Human)	2140	DOCK7	
Q96NE9	FRMD6_HUMAN	reviewed	FERM domain-containing protein 6 (Willin)	Homo sapiens (Human)	622	FRMD6	
Q96P48	ARAP1_HUMAN	reviewed	Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1 (Centaurin-delta-2) (Cnt-d2)	Homo sapiens (Human)	1450	ARAP1	
Q96PD2	DCBD2_HUMAN	reviewed	Discoidin, CUB and LCCL domain-containing protein 2 (CUB, LCCL and coagulation factor V/VIII-homology domains protein 1) (Endothelial and smooth muscle cell-derived neuropilin-like protein)	Homo sapiens (Human)	775	DCBLD2	CARBOHYD 95 95 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 155 155 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 272 272 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 474 474 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 516 516 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 522 522 N-linked (GlcNAc...) asparagine. {ECO:0000255}.
Q96PE2	ARHGH_HUMAN	reviewed	Rho guanine nucleotide exchange factor 17 (164 kDa Rho-specific guanine-nucleotide exchange factor) (p164-RhoGEF) (p164RhoGEF) (Tumor endothelial marker 4)	Homo sapiens (Human)	2063	ARHGEF17	
Q96PK6	RBM14_HUMAN	reviewed	RNA-binding protein 14 (Paraspeckle protein 2) (PSP2) (RNA-binding motif protein 14) (RRM-containing coactivator activator/modulator) (Synaptotagmin-interacting protein) (SYT-interacting protein)	Homo sapiens (Human)	669	RBM14	
Q96PU5	NED4L_HUMAN	reviewed	E3 ubiquitin-protein ligase NEDD4-like (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase NED4L) (NEDD4.2) (Nedd4-2)	Homo sapiens (Human)	975	NEDD4L	
Q96Q15	SMG1_HUMAN	reviewed	Serine/threonine-protein kinase SMG1 (SMG-1) (hSMG-1) (EC 2.7.11.1) (61E3.4) (Lambda/iota protein kinase C-interacting protein) (Lambda-interacting protein)	Homo sapiens (Human)	3661	SMG1	
Q96QD9	UIF_HUMAN	reviewed	UAP56-interacting factor (Forty-two-three domain-containing protein 1) (Protein 40-2-3)	Homo sapiens (Human)	318	FYTTD1	
Q96QK1	VPS35_HUMAN	reviewed	Vacuolar protein sorting-associated protein 35 (hVPS35) (Maternal-embryonic 3) (Vesicle protein sorting 35)	Homo sapiens (Human)	796	VPS35	
Q96QR8	PURB_HUMAN	reviewed	Transcriptional activator protein Pur-beta (Purine-rich element-binding protein B)	Homo sapiens (Human)	312	PURB	
Q96QZ7	MAGI1_HUMAN	reviewed	Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1 (Atrophin-1-interacting protein 3) (AIP-3) (BAI1-associated protein 1) (BAP-1) (Membrane-associated guanylate kinase inverted 1) (MAGI-1) (Trinucleotide repeat-containing gene 19 protein) (WW domain-containing protein 3) (WWP3)	Homo sapiens (Human)	1491	MAGI1	
Q96R06	SPAG5_HUMAN	reviewed	Sperm-associated antigen 5 (Astrin) (Deepest) (Mitotic spindle-associated protein p126) (MAP126)	Homo sapiens (Human)	1193	SPAG5	
Q96RP9	EFGM_HUMAN	reviewed	Elongation factor G, mitochondrial (EF-Gmt) (Elongation factor G 1, mitochondrial) (mEF-G 1) (Elongation factor G1) (hEFG1)	Homo sapiens (Human)	751	GFM1	
Q96RQ1	ERGI2_HUMAN	reviewed	Endoplasmic reticulum-Golgi intermediate compartment protein 2	Homo sapiens (Human)	377	ERGIC2	
Q96RQ3	MCCA_HUMAN	reviewed	Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial (MCCase subunit alpha) (EC 6.4.1.4) (3-methylcrotonyl-CoA carboxylase 1) (3-methylcrotonyl-CoA carboxylase biotin-containing subunit) (3-methylcrotonyl-CoA:carbon dioxide ligase subunit alpha)	Homo sapiens (Human)	725	MCCC1	
Q96RT1	ERBIN_HUMAN	reviewed	Erbin (Densin-180-like protein) (Erbb2-interacting protein) (Protein LAP2)	Homo sapiens (Human)	1412	ERBIN	
Q96RT7	GCP6_HUMAN	reviewed	Gamma-tubulin complex component 6 (GCP-6)	Homo sapiens (Human)	1819	TUBGCP6	
Q96RY7	IF140_HUMAN	reviewed	Intraflagellar transport protein 140 homolog (WD and tetratricopeptide repeats protein 2)	Homo sapiens (Human)	1462	IFT140	
Q96S66	CLCC1_HUMAN	reviewed	Chloride channel CLIC-like protein 1 (Mid-1-related chloride channel protein 1)	Homo sapiens (Human)	551	CLCC1	
Q96SB3	NEB2_HUMAN	reviewed	Neurabin-2 (Neurabin-II) (Protein phosphatase 1 regulatory subunit 9B) (Spinophilin)	Homo sapiens (Human)	815	PPP1R9B	
Q96SB4	SRPK1_HUMAN	reviewed	SRSF protein kinase 1 (EC 2.7.11.1) (SFRS protein kinase 1) (Serine/arginine-rich protein-specific kinase 1) (SR-protein-specific kinase 1)	Homo sapiens (Human)	655	SRPK1	
Q96SK2	TM209_HUMAN	reviewed	Transmembrane protein 209	Homo sapiens (Human)	561	TMEM209	CARBOHYD 57 57 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 274 274 N-linked (GlcNAc...) asparagine. {ECO:0000255}.
Q96SN8	CK5P2_HUMAN	reviewed	CDK5 regulatory subunit-associated protein 2 (CDK5 activator-binding protein C48) (Centrosome-associated protein 215)	Homo sapiens (Human)	1893	CDK5RAP2	
Q96ST2	IWS1_HUMAN	reviewed	Protein IWS1 homolog (IWS1-like protein)	Homo sapiens (Human)	819	IWS1	
Q96ST3	SIN3A_HUMAN	reviewed	Paired amphipathic helix protein Sin3a (Histone deacetylase complex subunit Sin3a) (Transcriptional corepressor Sin3a)	Homo sapiens (Human)	1273	SIN3A	
Q96SU4	OSBL9_HUMAN	reviewed	Oxysterol-binding protein-related protein 9 (ORP-9) (OSBP-related protein 9)	Homo sapiens (Human)	736	OSBPL9	
Q96T37	RBM15_HUMAN	reviewed	RNA-binding protein 15 (One-twenty two protein 1) (RNA-binding motif protein 15)	Homo sapiens (Human)	977	RBM15	
Q96T51	RUFY1_HUMAN	reviewed	RUN and FYVE domain-containing protein 1 (FYVE-finger protein EIP1) (La-binding protein 1) (Rab4-interacting protein) (Zinc finger FYVE domain-containing protein 12)	Homo sapiens (Human)	708	RUFY1	
